Row,Column,Year,Population,Race,Ethnicity,Gender,AgeRange
1,6,2024,5454,ALL,ALL,Mujer,55TO59
1,6,2024,4923,ALL,ALL,Mujer,60TO64
1,6,2024,3834,ALL,ALL,Mujer,65TO69
1,6,2024,2684,ALL,ALL,Mujer,70TO74
1,6,2024,1829,ALL,ALL,Mujer,75TO79
1,6,2024,1140,ALL,ALL,Mujer,80TO84
1,6,2024,682,ALL,ALL,Mujer,85TO89
1,6,2024,329,ALL,ALL,Mujer,90TO94
1,6,2024,114,ALL,ALL,Mujer,95TO99
1,9,2021,30325,ALL,ALL,Hombre,0TO4
1,9,2021,34438,ALL,ALL,Hombre,10TO14
1,9,2021,183,ALL,ALL,Hombre,100UP
1,9,2021,37556,ALL,ALL,Hombre,15TO19
1,9,2021,46454,ALL,ALL,Hombre,20TO24
1,9,2021,50647,ALL,ALL,Hombre,25TO29
1,9,2021,45069,ALL,ALL,Hombre,30TO34
1,9,2021,40566,ALL,ALL,Hombre,35TO39
1,9,2021,36858,ALL,ALL,Hombre,40TO44
1,9,2021,31337,ALL,ALL,Hombre,45TO49
1,9,2021,34101,ALL,ALL,Hombre,5TO9
1,9,2021,28885,ALL,ALL,Hombre,50TO54
1,9,2021,25658,ALL,ALL,Hombre,55TO59
1,9,2021,20129,ALL,ALL,Hombre,60TO64
1,9,2021,14554,ALL,ALL,Hombre,65TO69
1,9,2021,10065,ALL,ALL,Hombre,70TO74
1,9,2021,6264,ALL,ALL,Hombre,75TO79
1,9,2021,3518,ALL,ALL,Hombre,80TO84
1,9,2021,1839,ALL,ALL,Hombre,85TO89
1,9,2021,807,ALL,ALL,Hombre,90TO94
1,9,2021,300,ALL,ALL,Hombre,95TO99
1,9,2021,29366,ALL,ALL,Mujer,0TO4
1,9,2021,33224,ALL,ALL,Mujer,10TO14
1,9,2021,312,ALL,ALL,Mujer,100UP
1,9,2021,35759,ALL,ALL,Mujer,15TO19
1,9,2021,45835,ALL,ALL,Mujer,20TO24
1,9,2021,50141,ALL,ALL,Mujer,25TO29
1,9,2021,44852,ALL,ALL,Mujer,30TO34
1,9,2021,42505,ALL,ALL,Mujer,35TO39
1,9,2021,40233,ALL,ALL,Mujer,40TO44
1,9,2021,35918,ALL,ALL,Mujer,45TO49
1,9,2021,32464,ALL,ALL,Mujer,5TO9
1,9,2021,34233,ALL,ALL,Mujer,50TO54
1,9,2021,31491,ALL,ALL,Mujer,55TO59
1,9,2021,26217,ALL,ALL,Mujer,60TO64
1,9,2021,19918,ALL,ALL,Mujer,65TO69
1,9,2021,14106,ALL,ALL,Mujer,70TO74
1,9,2021,8920,ALL,ALL,Mujer,75TO79
1,9,2021,4972,ALL,ALL,Mujer,80TO84
1,9,2021,2828,ALL,ALL,Mujer,85TO89
1,9,2021,1415,ALL,ALL,Mujer,90TO94
1,9,2021,576,ALL,ALL,Mujer,95TO99
1,9,2022,27445,ALL,ALL,Hombre,0TO4
1,9,2022,33934,ALL,ALL,Hombre,10TO14
1,9,2022,191,ALL,ALL,Hombre,100UP
1,9,2022,36577,ALL,ALL,Hombre,15TO19
1,9,2022,44919,ALL,ALL,Hombre,20TO24
1,9,2022,51104,ALL,ALL,Hombre,25TO29
1,9,2022,45886,ALL,ALL,Hombre,30TO34
1,9,2022,40813,ALL,ALL,Hombre,35TO39
1,9,2022,37502,ALL,ALL,Hombre,40TO44
1,9,2022,32222,ALL,ALL,Hombre,45TO49
1,9,2022,33800,ALL,ALL,Hombre,5TO9
1,9,2022,29099,ALL,ALL,Hombre,50TO54
1,9,2022,26368,ALL,ALL,Hombre,55TO59
1,9,2022,21007,ALL,ALL,Hombre,60TO64
1,9,2022,15312,ALL,ALL,Hombre,65TO69
1,9,2022,10591,ALL,ALL,Hombre,70TO74
1,9,2022,6668,ALL,ALL,Hombre,75TO79
1,9,2022,3826,ALL,ALL,Hombre,80TO84
1,9,2022,1965,ALL,ALL,Hombre,85TO89
1,9,2022,902,ALL,ALL,Hombre,90TO94
1,9,2022,384,ALL,ALL,Hombre,95TO99
1,9,2022,26591,ALL,ALL,Mujer,0TO4
1,9,2022,32649,ALL,ALL,Mujer,10TO14
1,9,2022,322,ALL,ALL,Mujer,100UP
1,9,2022,34961,ALL,ALL,Mujer,15TO19
1,9,2022,43709,ALL,ALL,Mujer,20TO24
1,9,2022,49936,ALL,ALL,Mujer,25TO29
1,9,2022,45557,ALL,ALL,Mujer,30TO34
1,9,2022,41972,ALL,ALL,Mujer,35TO39
1,9,2022,40706,ALL,ALL,Mujer,40TO44
1,9,2022,36177,ALL,ALL,Mujer,45TO49
1,9,2022,32048,ALL,ALL,Mujer,5TO9
1,9,2022,34181,ALL,ALL,Mujer,50TO54
1,9,2022,31944,ALL,ALL,Mujer,55TO59
1,9,2022,26956,ALL,ALL,Mujer,60TO64
1,9,2022,20837,ALL,ALL,Mujer,65TO69
1,9,2022,14878,ALL,ALL,Mujer,70TO74
1,9,2022,9738,ALL,ALL,Mujer,75TO79
1,9,2022,5341,ALL,ALL,Mujer,80TO84
1,9,2022,3086,ALL,ALL,Mujer,85TO89
1,9,2022,1547,ALL,ALL,Mujer,90TO94
1,9,2022,642,ALL,ALL,Mujer,95TO99
1,9,2023,24358,ALL,ALL,Hombre,0TO4
1,9,2023,33701,ALL,ALL,Hombre,10TO14
1,9,2023,209,ALL,ALL,Hombre,100UP
1,9,2023,35843,ALL,ALL,Hombre,15TO19
1,9,2023,43527,ALL,ALL,Hombre,20TO24
1,9,2023,51209,ALL,ALL,Hombre,25TO29
1,9,2023,47009,ALL,ALL,Hombre,30TO34
1,9,2023,41447,ALL,ALL,Hombre,35TO39
1,9,2023,38068,ALL,ALL,Hombre,40TO44
1,9,2023,33029,ALL,ALL,Hombre,45TO49
1,9,2023,33330,ALL,ALL,Hombre,5TO9
1,9,2023,29453,ALL,ALL,Hombre,50TO54
1,9,2023,26986,ALL,ALL,Hombre,55TO59
1,9,2023,22041,ALL,ALL,Hombre,60TO64
1,9,2023,15839,ALL,ALL,Hombre,65TO69
1,9,2023,11113,ALL,ALL,Hombre,70TO74
1,9,2023,7072,ALL,ALL,Hombre,75TO79
1,9,2023,4129,ALL,ALL,Hombre,80TO84
1,9,2023,2107,ALL,ALL,Hombre,85TO89
1,9,2023,998,ALL,ALL,Hombre,90TO94
1,9,2023,393,ALL,ALL,Hombre,95TO99
1,9,2023,23582,ALL,ALL,Mujer,0TO4
1,9,2023,32168,ALL,ALL,Mujer,10TO14
1,9,2023,336,ALL,ALL,Mujer,100UP
1,9,2023,34259,ALL,ALL,Mujer,15TO19
1,9,2023,41966,ALL,ALL,Mujer,20TO24
1,9,2023,49537,ALL,ALL,Mujer,25TO29
1,9,2023,46355,ALL,ALL,Mujer,30TO34
1,9,2023,41844,ALL,ALL,Mujer,35TO39
1,9,2023,41071,ALL,ALL,Mujer,40TO44
1,9,2023,36799,ALL,ALL,Mujer,45TO49
1,9,2023,31849,ALL,ALL,Mujer,5TO9
1,9,2023,34250,ALL,ALL,Mujer,50TO54
1,9,2023,32239,ALL,ALL,Mujer,55TO59
1,9,2023,27649,ALL,ALL,Mujer,60TO64
1,9,2023,21869,ALL,ALL,Mujer,65TO69
1,9,2023,15648,ALL,ALL,Mujer,70TO74
1,9,2023,10463,ALL,ALL,Mujer,75TO79
1,9,2023,5825,ALL,ALL,Mujer,80TO84
1,9,2023,3304,ALL,ALL,Mujer,85TO89
1,9,2023,1655,ALL,ALL,Mujer,90TO94
1,9,2023,695,ALL,ALL,Mujer,95TO99
1,9,2024,21422,ALL,ALL,Hombre,0TO4
1,9,2024,33563,ALL,ALL,Hombre,10TO14
1,9,2024,170,ALL,ALL,Hombre,100UP
1,9,2024,35588,ALL,ALL,Hombre,15TO19
1,9,2024,42037,ALL,ALL,Hombre,20TO24
1,9,2024,50548,ALL,ALL,Hombre,25TO29
1,9,2024,48102,ALL,ALL,Hombre,30TO34
1,9,2024,42603,ALL,ALL,Hombre,35TO39
1,9,2024,38829,ALL,ALL,Hombre,40TO44
1,9,2024,34142,ALL,ALL,Hombre,45TO49
1,9,2024,32405,ALL,ALL,Hombre,5TO9
1,9,2024,29910,ALL,ALL,Hombre,50TO54
1,9,2024,27716,ALL,ALL,Hombre,55TO59
1,9,2024,23044,ALL,ALL,Hombre,60TO64
1,9,2024,16701,ALL,ALL,Hombre,65TO69
1,9,2024,11690,ALL,ALL,Hombre,70TO74
1,9,2024,7625,ALL,ALL,Hombre,75TO79
1,9,2024,4410,ALL,ALL,Hombre,80TO84
1,9,2024,2171,ALL,ALL,Hombre,85TO89
1,9,2024,937,ALL,ALL,Hombre,90TO94
1,9,2024,349,ALL,ALL,Hombre,95TO99
1,9,2024,20726,ALL,ALL,Mujer,0TO4
1,9,2024,32001,ALL,ALL,Mujer,10TO14
1,9,2024,282,ALL,ALL,Mujer,100UP
1,9,2024,33689,ALL,ALL,Mujer,15TO19
1,9,2024,40282,ALL,ALL,Mujer,20TO24
1,9,2024,48939,ALL,ALL,Mujer,25TO29
1,9,2024,47315,ALL,ALL,Mujer,30TO34
1,9,2024,42255,ALL,ALL,Mujer,35TO39
1,9,2024,41513,ALL,ALL,Mujer,40TO44
1,9,2024,37775,ALL,ALL,Mujer,45TO49
1,9,2024,31170,ALL,ALL,Mujer,5TO9
1,9,2024,34444,ALL,ALL,Mujer,50TO54
1,9,2024,32770,ALL,ALL,Mujer,55TO59
1,9,2024,28563,ALL,ALL,Mujer,60TO64
1,9,2024,22945,ALL,ALL,Mujer,65TO69
1,9,2024,16621,ALL,ALL,Mujer,70TO74
1,9,2024,11106,ALL,ALL,Mujer,75TO79
1,9,2024,6231,ALL,ALL,Mujer,80TO84
1,9,2024,3259,ALL,ALL,Mujer,85TO89
1,9,2024,1510,ALL,ALL,Mujer,90TO94
1,9,2024,571,ALL,ALL,Mujer,95TO99
1,3,2021,10565,ALL,ALL,Hombre,0TO4
1,3,2021,11372,ALL,ALL,Hombre,10TO14
1,3,2021,61,ALL,ALL,Hombre,100UP
1,3,2021,12851,ALL,ALL,Hombre,15TO19
1,3,2021,16893,ALL,ALL,Hombre,20TO24
1,3,2021,18438,ALL,ALL,Hombre,25TO29
1,3,2021,16625,ALL,ALL,Hombre,30TO34
1,3,2021,15375,ALL,ALL,Hombre,35TO39
1,3,2021,13608,ALL,ALL,Hombre,40TO44
1,3,2021,12184,ALL,ALL,Hombre,45TO49
1,3,2021,10848,ALL,ALL,Hombre,5TO9
1,3,2021,11446,ALL,ALL,Hombre,50TO54
1,3,2021,10627,ALL,ALL,Hombre,55TO59
1,3,2021,8597,ALL,ALL,Hombre,60TO64
1,3,2021,5917,ALL,ALL,Hombre,65TO69
1,3,2021,3988,ALL,ALL,Hombre,70TO74
1,3,2021,2482,ALL,ALL,Hombre,75TO79
1,3,2021,1452,ALL,ALL,Hombre,80TO84
1,3,2021,763,ALL,ALL,Hombre,85TO89
1,3,2021,298,ALL,ALL,Hombre,90TO94
1,3,2021,67,ALL,ALL,Hombre,95TO99
1,3,2021,10329,ALL,ALL,Mujer,0TO4
1,3,2021,11117,ALL,ALL,Mujer,10TO14
1,3,2021,131,ALL,ALL,Mujer,100UP
1,3,2021,12919,ALL,ALL,Mujer,15TO19
1,3,2021,17171,ALL,ALL,Mujer,20TO24
1,3,2021,19527,ALL,ALL,Mujer,25TO29
1,3,2021,17997,ALL,ALL,Mujer,30TO34
1,3,2021,16915,ALL,ALL,Mujer,35TO39
1,3,2021,15936,ALL,ALL,Mujer,40TO44
1,3,2021,14323,ALL,ALL,Mujer,45TO49
1,3,2021,10708,ALL,ALL,Mujer,5TO9
1,3,2021,14127,ALL,ALL,Mujer,50TO54
1,3,2021,13654,ALL,ALL,Mujer,55TO59
1,3,2021,11174,ALL,ALL,Mujer,60TO64
1,3,2021,8295,ALL,ALL,Mujer,65TO69
1,3,2021,6041,ALL,ALL,Mujer,70TO74
1,3,2021,4103,ALL,ALL,Mujer,75TO79
1,3,2021,2455,ALL,ALL,Mujer,80TO84
1,3,2021,1253,ALL,ALL,Mujer,85TO89
1,3,2021,624,ALL,ALL,Mujer,90TO94
1,3,2021,276,ALL,ALL,Mujer,95TO99
1,3,2022,10460,ALL,ALL,Hombre,0TO4
1,3,2022,11181,ALL,ALL,Hombre,10TO14
1,3,2022,60,ALL,ALL,Hombre,100UP
1,3,2022,12529,ALL,ALL,Hombre,15TO19
1,3,2022,16301,ALL,ALL,Hombre,20TO24
1,3,2022,18699,ALL,ALL,Hombre,25TO29
1,3,2022,17081,ALL,ALL,Hombre,30TO34
1,3,2022,15410,ALL,ALL,Hombre,35TO39
1,3,2022,14072,ALL,ALL,Hombre,40TO44
1,3,2022,12363,ALL,ALL,Hombre,45TO49
1,3,2022,10902,ALL,ALL,Hombre,5TO9
1,3,2022,11576,ALL,ALL,Hombre,50TO54
1,3,2022,10870,ALL,ALL,Hombre,55TO59
1,3,2022,9019,ALL,ALL,Hombre,60TO64
1,3,2022,6372,ALL,ALL,Hombre,65TO69
1,3,2022,4279,ALL,ALL,Hombre,70TO74
1,3,2022,2621,ALL,ALL,Hombre,75TO79
1,3,2022,1596,ALL,ALL,Hombre,80TO84
1,3,2022,839,ALL,ALL,Hombre,85TO89
1,3,2022,343,ALL,ALL,Hombre,90TO94
1,3,2022,116,ALL,ALL,Hombre,95TO99
1,3,2022,10238,ALL,ALL,Mujer,0TO4
1,3,2022,10912,ALL,ALL,Mujer,10TO14
1,3,2022,134,ALL,ALL,Mujer,100UP
1,3,2022,12691,ALL,ALL,Mujer,15TO19
1,3,2022,16621,ALL,ALL,Mujer,20TO24
1,3,2022,19911,ALL,ALL,Mujer,25TO29
1,3,2022,18299,ALL,ALL,Mujer,30TO34
1,3,2022,17245,ALL,ALL,Mujer,35TO39
1,3,2022,16215,ALL,ALL,Mujer,40TO44
1,3,2022,14613,ALL,ALL,Mujer,45TO49
1,3,2022,10787,ALL,ALL,Mujer,5TO9
1,3,2022,14166,ALL,ALL,Mujer,50TO54
1,3,2022,13782,ALL,ALL,Mujer,55TO59
1,3,2022,11890,ALL,ALL,Mujer,60TO64
1,3,2022,8740,ALL,ALL,Mujer,65TO69
1,3,2022,6471,ALL,ALL,Mujer,70TO74
1,3,2022,4430,ALL,ALL,Mujer,75TO79
1,3,2022,2795,ALL,ALL,Mujer,80TO84
1,3,2022,1385,ALL,ALL,Mujer,85TO89
1,3,2022,688,ALL,ALL,Mujer,90TO94
1,3,2022,318,ALL,ALL,Mujer,95TO99
1,3,2023,10436,ALL,ALL,Hombre,0TO4
1,3,2023,11005,ALL,ALL,Hombre,10TO14
1,3,2023,54,ALL,ALL,Hombre,100UP
1,3,2023,12308,ALL,ALL,Hombre,15TO19
1,3,2023,15771,ALL,ALL,Hombre,20TO24
1,3,2023,18782,ALL,ALL,Hombre,25TO29
1,3,2023,17490,ALL,ALL,Hombre,30TO34
1,3,2023,15580,ALL,ALL,Hombre,35TO39
1,3,2023,14493,ALL,ALL,Hombre,40TO44
1,3,2023,12598,ALL,ALL,Hombre,45TO49
1,3,2023,10828,ALL,ALL,Hombre,5TO9
1,3,2023,11673,ALL,ALL,Hombre,50TO54
1,3,2023,11038,ALL,ALL,Hombre,55TO59
1,3,2023,9360,ALL,ALL,Hombre,60TO64
1,3,2023,6829,ALL,ALL,Hombre,65TO69
1,3,2023,4519,ALL,ALL,Hombre,70TO74
1,3,2023,2794,ALL,ALL,Hombre,75TO79
1,3,2023,1663,ALL,ALL,Hombre,80TO84
1,3,2023,896,ALL,ALL,Hombre,85TO89
1,3,2023,361,ALL,ALL,Hombre,90TO94
1,3,2023,127,ALL,ALL,Hombre,95TO99
1,3,2023,10256,ALL,ALL,Mujer,0TO4
1,3,2023,10825,ALL,ALL,Mujer,10TO14
1,3,2023,144,ALL,ALL,Mujer,100UP
1,3,2023,12455,ALL,ALL,Mujer,15TO19
1,3,2023,16093,ALL,ALL,Mujer,20TO24
1,3,2023,20045,ALL,ALL,Mujer,25TO29
1,3,2023,18892,ALL,ALL,Mujer,30TO34
1,3,2023,17505,ALL,ALL,Mujer,35TO39
1,3,2023,16587,ALL,ALL,Mujer,40TO44
1,3,2023,14903,ALL,ALL,Mujer,45TO49
1,3,2023,10832,ALL,ALL,Mujer,5TO9
1,3,2023,14156,ALL,ALL,Mujer,50TO54
1,3,2023,14027,ALL,ALL,Mujer,55TO59
1,3,2023,12348,ALL,ALL,Mujer,60TO64
1,3,2023,9371,ALL,ALL,Mujer,65TO69
1,3,2023,6818,ALL,ALL,Mujer,70TO74
1,3,2023,4757,ALL,ALL,Mujer,75TO79
1,3,2023,3042,ALL,ALL,Mujer,80TO84
1,3,2023,1537,ALL,ALL,Mujer,85TO89
1,3,2023,718,ALL,ALL,Mujer,90TO94
1,3,2023,336,ALL,ALL,Mujer,95TO99
1,3,2024,10564,ALL,ALL,Hombre,0TO4
1,3,2024,10935,ALL,ALL,Hombre,10TO14
1,3,2024,39,ALL,ALL,Hombre,100UP
1,3,2024,12094,ALL,ALL,Hombre,15TO19
1,3,2024,14901,ALL,ALL,Hombre,20TO24
1,3,2024,18687,ALL,ALL,Hombre,25TO29
1,3,2024,17888,ALL,ALL,Hombre,30TO34
1,3,2024,15844,ALL,ALL,Hombre,35TO39
1,3,2024,14732,ALL,ALL,Hombre,40TO44
1,3,2024,13014,ALL,ALL,Hombre,45TO49
1,3,2024,10497,ALL,ALL,Hombre,5TO9
1,3,2024,11789,ALL,ALL,Hombre,50TO54
1,3,2024,11152,ALL,ALL,Hombre,55TO59
1,3,2024,9726,ALL,ALL,Hombre,60TO64
1,3,2024,7259,ALL,ALL,Hombre,65TO69
1,3,2024,4773,ALL,ALL,Hombre,70TO74
1,3,2024,3005,ALL,ALL,Hombre,75TO79
1,3,2024,1717,ALL,ALL,Hombre,80TO84
1,3,2024,910,ALL,ALL,Hombre,85TO89
1,3,2024,359,ALL,ALL,Hombre,90TO94
1,3,2024,99,ALL,ALL,Hombre,95TO99
1,3,2024,10396,ALL,ALL,Mujer,0TO4
1,3,2024,10750,ALL,ALL,Mujer,10TO14
1,3,2024,116,ALL,ALL,Mujer,100UP
1,3,2024,12174,ALL,ALL,Mujer,15TO19
1,3,2024,15543,ALL,ALL,Mujer,20TO24
1,3,2024,19881,ALL,ALL,Mujer,25TO29
1,3,2024,19409,ALL,ALL,Mujer,30TO34
1,3,2024,17802,ALL,ALL,Mujer,35TO39
1,3,2024,16897,ALL,ALL,Mujer,40TO44
1,3,2024,15202,ALL,ALL,Mujer,45TO49
1,3,2024,10648,ALL,ALL,Mujer,5TO9
1,3,2024,14309,ALL,ALL,Mujer,50TO54
1,3,2024,14258,ALL,ALL,Mujer,55TO59
1,3,2024,12934,ALL,ALL,Mujer,60TO64
1,3,2024,9983,ALL,ALL,Mujer,65TO69
1,3,2024,7121,ALL,ALL,Mujer,70TO74
1,3,2024,5063,ALL,ALL,Mujer,75TO79
1,3,2024,3228,ALL,ALL,Mujer,80TO84
1,3,2024,1539,ALL,ALL,Mujer,85TO89
1,3,2024,650,ALL,ALL,Mujer,90TO94
1,3,2024,268,ALL,ALL,Mujer,95TO99
